"id";"date";"time";"dateTime";"dayOfWeek";"holiday";"dayId";"loadCons";"loadProd";"loadGrid"
1;2014-01-01;"00:00:00";"2014-01-01 00:00:00";"3";1;1;0.9792;0;0.9792
2;2014-01-01;"01:00:00";"2014-01-01 01:00:00";"3";1;1;0.880116666666667;0;0.880116666666667
3;2014-01-01;"02:00:00";"2014-01-01 02:00:00";"3";1;1;0.8681;0;0.8681
4;2014-01-01;"03:00:00";"2014-01-01 03:00:00";"3";1;1;0.852316666666667;0;0.852316666666667
5;2014-01-01;"04:00:00";"2014-01-01 04:00:00";"3";1;1;0.85035;0;0.85035
6;2014-01-01;"05:00:00";"2014-01-01 05:00:00";"3";1;1;0.528066666666667;0;0.528066666666667
7;2014-01-01;"06:00:00";"2014-01-01 06:00:00";"3";1;1;0.393433333333333;0;0.393433333333333
8;2014-01-01;"07:00:00";"2014-01-01 07:00:00";"3";1;1;0.33625;0.0160666666666667;0.320166666666667
9;2014-01-01;"08:00:00";"2014-01-01 08:00:00";"3";1;1;0.3945;0.1561;0.23835
10;2014-01-01;"09:00:00";"2014-01-01 09:00:00";"3";1;1;0.448566666666667;1.07181666666667;-0.623183333333333
11;2014-01-01;"10:00:00";"2014-01-01 10:00:00";"3";1;1;1.41085;2.69565;-1.28485
12;2014-01-01;"11:00:00";"2014-01-01 11:00:00";"3";1;1;2.68893333333333;2.21703333333333;0.471866666666667
13;2014-01-01;"12:00:00";"2014-01-01 12:00:00";"3";1;1;2.4825;1.82735;0.655133333333333
14;2014-01-01;"13:00:00";"2014-01-01 13:00:00";"3";1;1;1.25963333333333;2.6617;-1.402
15;2014-01-01;"14:00:00";"2014-01-01 14:00:00";"3";1;1;1.05676666666667;2.65278333333333;-1.59605
16;2014-01-01;"15:00:00";"2014-01-01 15:00:00";"3";1;1;1.19838333333333;0.95395;0.244466666666667
17;2014-01-01;"16:00:00";"2014-01-01 16:00:00";"3";1;1;1.37021666666667;0.5988;0.771383333333333
18;2014-01-01;"17:00:00";"2014-01-01 17:00:00";"3";1;1;2.36938333333333;0.254666666666667;2.11473333333333
19;2014-01-01;"18:00:00";"2014-01-01 18:00:00";"3";1;1;2.14963333333333;0;2.14963333333333
20;2014-01-01;"19:00:00";"2014-01-01 19:00:00";"3";1;1;1.98085;0;1.98085
21;2014-01-01;"20:00:00";"2014-01-01 20:00:00";"3";1;1;2.77798333333333;0;2.77798333333333
22;2014-01-01;"21:00:00";"2014-01-01 21:00:00";"3";1;1;1.37055;0;1.37055
23;2014-01-01;"22:00:00";"2014-01-01 22:00:00";"3";1;1;3.35481666666667;0;3.35481666666667
24;2014-01-01;"23:00:00";"2014-01-01 23:00:00";"3";1;1;2.92976666666667;0;2.92976666666667
25;2014-01-02;"00:00:00";"2014-01-02 00:00:00";"4";0;2;0.994233333333333;0;0.994233333333333
26;2014-01-02;"01:00:00";"2014-01-02 01:00:00";"4";0;2;1.00253333333333;0;1.00253333333333
27;2014-01-02;"02:00:00";"2014-01-02 02:00:00";"4";0;2;0.420366666666667;0;0.420366666666667
28;2014-01-02;"03:00:00";"2014-01-02 03:00:00";"4";0;2;0.318733333333333;0;0.318733333333333
29;2014-01-02;"04:00:00";"2014-01-02 04:00:00";"4";0;2;0.403366666666667;0;0.403366666666667
30;2014-01-02;"05:00:00";"2014-01-02 05:00:00";"4";0;2;0.467433333333333;0;0.467433333333333
31;2014-01-02;"06:00:00";"2014-01-02 06:00:00";"4";0;2;0.4029;0;0.4029
32;2014-01-02;"07:00:00";"2014-01-02 07:00:00";"4";0;2;0.447033333333333;0.0201833333333333;0.426916666666667
33;2014-01-02;"08:00:00";"2014-01-02 08:00:00";"4";0;2;0.475316666666667;0.16835;0.306933333333333
34;2014-01-02;"09:00:00";"2014-01-02 09:00:00";"4";0;2;0.45505;1.12201666666667;-0.666883333333333
35;2014-01-02;"10:00:00";"2014-01-02 10:00:00";"4";0;2;0.556766666666667;2.90865;-2.35191666666667
36;2014-01-02;"11:00:00";"2014-01-02 11:00:00";"4";0;2;1.92423333333333;3.75783333333333;-1.83361666666667
37;2014-01-02;"12:00:00";"2014-01-02 12:00:00";"4";0;2;5.1488;4.22751666666667;0.9212
38;2014-01-02;"13:00:00";"2014-01-02 13:00:00";"4";0;2;1.58516666666667;4.14196666666667;-2.55668333333333
39;2014-01-02;"14:00:00";"2014-01-02 14:00:00";"4";0;2;2.64796666666667;3.5012;-0.853183333333333
40;2014-01-02;"15:00:00";"2014-01-02 15:00:00";"4";0;2;2.54948333333333;2.8811;-0.331666666666667
41;2014-01-02;"16:00:00";"2014-01-02 16:00:00";"4";0;2;4.56008333333333;1.94551666666667;2.61456666666667
42;2014-01-02;"17:00:00";"2014-01-02 17:00:00";"4";0;2;4.88276666666667;0.446783333333333;4.43608333333333
43;2014-01-02;"18:00:00";"2014-01-02 18:00:00";"4";0;2;4.62548333333333;0;4.62548333333333
44;2014-01-02;"19:00:00";"2014-01-02 19:00:00";"4";0;2;3.73828333333333;0;3.73828333333333
45;2014-01-02;"20:00:00";"2014-01-02 20:00:00";"4";0;2;1.9269;0;1.9269
46;2014-01-02;"21:00:00";"2014-01-02 21:00:00";"4";0;2;1.10423333333333;0;1.10423333333333
47;2014-01-02;"22:00:00";"2014-01-02 22:00:00";"4";0;2;1.31953333333333;0;1.31953333333333
48;2014-01-02;"23:00:00";"2014-01-02 23:00:00";"4";0;2;1.1576;0;1.1576
49;2014-01-03;"00:00:00";"2014-01-03 00:00:00";"5";0;3;1.0795;0;1.0795
50;2014-01-03;"01:00:00";"2014-01-03 01:00:00";"5";0;3;0.914916666666667;0;0.914916666666667
51;2014-01-03;"02:00:00";"2014-01-03 02:00:00";"5";0;3;0.342516666666667;0;0.342516666666667
52;2014-01-03;"03:00:00";"2014-01-03 03:00:00";"5";0;3;0.251766666666667;0;0.251766666666667
53;2014-01-03;"04:00:00";"2014-01-03 04:00:00";"5";0;3;0.315333333333333;0;0.315333333333333
54;2014-01-03;"05:00:00";"2014-01-03 05:00:00";"5";0;3;0.3239;0;0.3239
55;2014-01-03;"06:00:00";"2014-01-03 06:00:00";"5";0;3;0.3664;0;0.3664
56;2014-01-03;"07:00:00";"2014-01-03 07:00:00";"5";0;3;0.329566666666667;0.0183;0.3112
57;2014-01-03;"08:00:00";"2014-01-03 08:00:00";"5";0;3;0.492566666666667;0.131883333333333;0.36065
58;2014-01-03;"09:00:00";"2014-01-03 09:00:00";"5";0;3;0.4836;1.13975;-0.656166666666667
59;2014-01-03;"10:00:00";"2014-01-03 10:00:00";"5";0;3;2.16806666666667;2.85248333333333;-0.684466666666667
60;2014-01-03;"11:00:00";"2014-01-03 11:00:00";"5";0;3;3.11135;3.74001666666667;-0.628716666666667
61;2014-01-03;"12:00:00";"2014-01-03 12:00:00";"5";0;3;0.5913;4.26041666666667;-3.66925
62;2014-01-03;"13:00:00";"2014-01-03 13:00:00";"5";0;3;0.390166666666667;4.431;-4.0408
63;2014-01-03;"14:00:00";"2014-01-03 14:00:00";"5";0;3;0.389116666666667;4.17781666666667;-3.78875
64;2014-01-03;"15:00:00";"2014-01-03 15:00:00";"5";0;3;3.41048333333333;3.48815;-0.07765
65;2014-01-03;"16:00:00";"2014-01-03 16:00:00";"5";0;3;4.6283;2.26226666666667;2.36605
66;2014-01-03;"17:00:00";"2014-01-03 17:00:00";"5";0;3;3.33526666666667;0.476966666666667;2.8583
67;2014-01-03;"18:00:00";"2014-01-03 18:00:00";"5";0;3;4.38841666666667;0;4.38841666666667
68;2014-01-03;"19:00:00";"2014-01-03 19:00:00";"5";0;3;5.52568333333333;0;5.52568333333333
69;2014-01-03;"20:00:00";"2014-01-03 20:00:00";"5";0;3;4.14478333333333;0;4.14478333333333
70;2014-01-03;"21:00:00";"2014-01-03 21:00:00";"5";0;3;1.5591;0;1.5591
71;2014-01-03;"22:00:00";"2014-01-03 22:00:00";"5";0;3;3.37913333333333;0;3.37913333333333
72;2014-01-03;"23:00:00";"2014-01-03 23:00:00";"5";0;3;0.7934;0;0.7934
73;2014-01-04;"00:00:00";"2014-01-04 00:00:00";"6";0;4;0.65875;0;0.65875
74;2014-01-04;"01:00:00";"2014-01-04 01:00:00";"6";0;4;0.6553;0;0.6553
75;2014-01-04;"02:00:00";"2014-01-04 02:00:00";"6";0;4;0.63685;0;0.63685
76;2014-01-04;"03:00:00";"2014-01-04 03:00:00";"6";0;4;0.3343;0;0.3343
77;2014-01-04;"04:00:00";"2014-01-04 04:00:00";"6";0;4;0.271133333333333;0;0.271133333333333
78;2014-01-04;"05:00:00";"2014-01-04 05:00:00";"6";0;4;0.3195;0;0.3195
79;2014-01-04;"06:00:00";"2014-01-04 06:00:00";"6";0;4;0.26535;0;0.26535
80;2014-01-04;"07:00:00";"2014-01-04 07:00:00";"6";0;4;0.31805;0.0211833333333333;0.2969
81;2014-01-04;"08:00:00";"2014-01-04 08:00:00";"6";0;4;0.367316666666667;0.200383333333333;0.16705
82;2014-01-04;"09:00:00";"2014-01-04 09:00:00";"6";0;4;0.7009;1.0961;-0.3951
83;2014-01-04;"10:00:00";"2014-01-04 10:00:00";"6";0;4;0.834466666666667;2.38628333333333;-1.55183333333333
84;2014-01-04;"11:00:00";"2014-01-04 11:00:00";"6";0;4;1.62025;2.56848333333333;-0.948166666666667
85;2014-01-04;"12:00:00";"2014-01-04 12:00:00";"6";0;4;0.981233333333333;4.03248333333333;-3.05128333333333
86;2014-01-04;"13:00:00";"2014-01-04 13:00:00";"6";0;4;0.902566666666667;4.08518333333333;-3.1827
87;2014-01-04;"14:00:00";"2014-01-04 14:00:00";"6";0;4;0.5018;3.89663333333333;-3.3949
88;2014-01-04;"15:00:00";"2014-01-04 15:00:00";"6";0;4;0.323533333333333;2.39511666666667;-2.07153333333333
