"id";"date";"time";"dateTime";"dayOfWeek";"holiday";"dayId";"loadCons";"loadProd";"loadGrid"
1;2014-01-01;"00:00:00";"2014-01-01 00:00:00";"3";1;1;0.191183333333333;-0.0054;0.191183333333333
2;2014-01-01;"01:00:00";"2014-01-01 01:00:00";"3";1;1;0.373566666666667;-0.00528333333333333;0.373566666666667
3;2014-01-01;"02:00:00";"2014-01-01 02:00:00";"3";1;1;0.34785;-0.00526666666666667;0.34785
4;2014-01-01;"03:00:00";"2014-01-01 03:00:00";"3";1;1;0.363216666666667;-0.00533333333333333;0.363216666666667
5;2014-01-01;"04:00:00";"2014-01-01 04:00:00";"3";1;1;0.33165;-0.00528333333333333;0.33165
6;2014-01-01;"05:00:00";"2014-01-01 05:00:00";"3";1;1;0.296833333333333;-0.00521666666666667;0.296833333333333
7;2014-01-01;"06:00:00";"2014-01-01 06:00:00";"3";1;1;0.293383333333333;-0.00535;0.293383333333333
8;2014-01-01;"07:00:00";"2014-01-01 07:00:00";"3";1;1;0.370983333333333;0.015;0.351633333333333
9;2014-01-01;"08:00:00";"2014-01-01 08:00:00";"3";1;1;0.659633333333333;0.604816666666667;0.0550166666666667
10;2014-01-01;"09:00:00";"2014-01-01 09:00:00";"3";1;1;0.644966666666667;1.1769;-0.531916666666667
11;2014-01-01;"10:00:00";"2014-01-01 10:00:00";"3";1;1;0.39045;1.75638333333333;-1.36595
12;2014-01-01;"11:00:00";"2014-01-01 11:00:00";"3";1;1;0.224566666666667;1.75156666666667;-1.527
13;2014-01-01;"12:00:00";"2014-01-01 12:00:00";"3";1;1;0.203016666666667;1.65338333333333;-1.45035
14;2014-01-01;"13:00:00";"2014-01-01 13:00:00";"3";1;1;0.235416666666667;2.40591666666667;-2.17041666666667
15;2014-01-01;"14:00:00";"2014-01-01 14:00:00";"3";1;1;0.342166666666667;2.50513333333333;-2.16293333333333
16;2014-01-01;"15:00:00";"2014-01-01 15:00:00";"3";1;1;0.219766666666667;0.883233333333333;-0.663533333333333
17;2014-01-01;"16:00:00";"2014-01-01 16:00:00";"3";1;1;0.202733333333333;0.529683333333333;-0.32705
18;2014-01-01;"17:00:00";"2014-01-01 17:00:00";"3";1;1;0.233883333333333;0.10195;0.12435
19;2014-01-01;"18:00:00";"2014-01-01 18:00:00";"3";1;1;0.600583333333333;-0.00735;0.600583333333333
20;2014-01-01;"19:00:00";"2014-01-01 19:00:00";"3";1;1;0.459716666666667;-0.0051;0.459716666666667
21;2014-01-01;"20:00:00";"2014-01-01 20:00:00";"3";1;1;1.21058333333333;-0.0051;1.21058333333333
22;2014-01-01;"21:00:00";"2014-01-01 21:00:00";"3";1;1;0.853133333333333;-0.00516666666666667;0.853133333333333
23;2014-01-01;"22:00:00";"2014-01-01 22:00:00";"3";1;1;0.613016666666667;-0.00535;0.613016666666667
24;2014-01-01;"23:00:00";"2014-01-01 23:00:00";"3";1;1;0.39425;-0.00541666666666667;0.39425
25;2014-01-02;"00:00:00";"2014-01-02 00:00:00";"4";0;2;0.311716666666667;-0.00531666666666667;0.311716666666667
26;2014-01-02;"01:00:00";"2014-01-02 01:00:00";"4";0;2;0.363233333333333;-0.00543333333333333;0.363233333333333
27;2014-01-02;"02:00:00";"2014-01-02 02:00:00";"4";0;2;0.212183333333333;-0.00546666666666667;0.212183333333333
28;2014-01-02;"03:00:00";"2014-01-02 03:00:00";"4";0;2;0.373183333333333;-0.00528333333333333;0.373183333333333
29;2014-01-02;"04:00:00";"2014-01-02 04:00:00";"4";0;2;0.35725;-0.00525;0.35725
30;2014-01-02;"05:00:00";"2014-01-02 05:00:00";"4";0;2;0.3275;-0.00545;0.3275
31;2014-01-02;"06:00:00";"2014-01-02 06:00:00";"4";0;2;0.263566666666667;-0.00528333333333333;0.263566666666667
32;2014-01-02;"07:00:00";"2014-01-02 07:00:00";"4";0;2;0.439266666666667;0.0202166666666667;0.415366666666667
33;2014-01-02;"08:00:00";"2014-01-02 08:00:00";"4";0;2;0.64425;0.459016666666667;0.185133333333333
34;2014-01-02;"09:00:00";"2014-01-02 09:00:00";"4";0;2;0.873716666666667;1.2111;-0.3373
35;2014-01-02;"10:00:00";"2014-01-02 10:00:00";"4";0;2;0.8732;1.90478333333333;-1.0316
36;2014-01-02;"11:00:00";"2014-01-02 11:00:00";"4";0;2;0.732483333333333;2.58585;-1.8533
37;2014-01-02;"12:00:00";"2014-01-02 12:00:00";"4";0;2;0.651466666666667;3.39745;-2.74596666666667
38;2014-01-02;"13:00:00";"2014-01-02 13:00:00";"4";0;2;0.574833333333333;3.59138333333333;-3.01665
39;2014-01-02;"14:00:00";"2014-01-02 14:00:00";"4";0;2;0.462283333333333;3.25571666666667;-2.79345
40;2014-01-02;"15:00:00";"2014-01-02 15:00:00";"4";0;2;0.65705;2.78831666666667;-2.13133333333333
41;2014-01-02;"16:00:00";"2014-01-02 16:00:00";"4";0;2;0.67305;1.52766666666667;-0.854583333333333
42;2014-01-02;"17:00:00";"2014-01-02 17:00:00";"4";0;2;0.72;0.184433333333333;0.532283333333333
43;2014-01-02;"18:00:00";"2014-01-02 18:00:00";"4";0;2;0.85935;-0.00803333333333333;0.85935
44;2014-01-02;"19:00:00";"2014-01-02 19:00:00";"4";0;2;1.0119;-0.00528333333333333;1.0119
45;2014-01-02;"20:00:00";"2014-01-02 20:00:00";"4";0;2;0.77485;-0.00521666666666667;0.77485
46;2014-01-02;"21:00:00";"2014-01-02 21:00:00";"4";0;2;0.6987;-0.00533333333333333;0.6987
47;2014-01-02;"22:00:00";"2014-01-02 22:00:00";"4";0;2;0.593033333333333;-0.00533333333333333;0.593033333333333
48;2014-01-02;"23:00:00";"2014-01-02 23:00:00";"4";0;2;0.504366666666667;-0.00533333333333333;0.504366666666667
49;2014-01-03;"00:00:00";"2014-01-03 00:00:00";"5";0;3;0.434233333333333;-0.00535;0.434233333333333
50;2014-01-03;"01:00:00";"2014-01-03 01:00:00";"5";0;3;0.3562;-0.00545;0.3562
51;2014-01-03;"02:00:00";"2014-01-03 02:00:00";"5";0;3;0.35265;-0.00541666666666667;0.35265
52;2014-01-03;"03:00:00";"2014-01-03 03:00:00";"5";0;3;0.3764;-0.00526666666666667;0.3764
53;2014-01-03;"04:00:00";"2014-01-03 04:00:00";"5";0;3;0.355366666666667;-0.00536666666666667;0.355366666666667
54;2014-01-03;"05:00:00";"2014-01-03 05:00:00";"5";0;3;0.473866666666667;-0.0051;0.473866666666667
55;2014-01-03;"06:00:00";"2014-01-03 06:00:00";"5";0;3;0.408866666666667;-0.0052;0.408866666666667
56;2014-01-03;"07:00:00";"2014-01-03 07:00:00";"5";0;3;0.561366666666667;0.0195333333333333;0.5379
57;2014-01-03;"08:00:00";"2014-01-03 08:00:00";"5";0;3;0.517433333333333;0.663266666666667;-0.145966666666667
58;2014-01-03;"09:00:00";"2014-01-03 09:00:00";"5";0;3;0.372983333333333;1.26625;-0.893366666666667
59;2014-01-03;"10:00:00";"2014-01-03 10:00:00";"5";0;3;0.839866666666667;1.85683333333333;-1.01703333333333
