"id";"date";"time";"dateTime";"dayOfWeek";"holiday";"dayId";"loadCons";"loadProd";"loadGrid"
1;2014-01-01;"00:00:00";"2014-01-01 00:00:00";"3";1;1;1.65921666666667;-0.01185;1.65921666666667
2;2014-01-01;"01:00:00";"2014-01-01 01:00:00";"3";1;1;1.71738333333333;-0.0121;1.71738333333333
3;2014-01-01;"02:00:00";"2014-01-01 02:00:00";"3";1;1;1.74516666666667;-0.01185;1.74516666666667
4;2014-01-01;"03:00:00";"2014-01-01 03:00:00";"3";1;1;1.7318;-0.0118333333333333;1.7318
5;2014-01-01;"04:00:00";"2014-01-01 04:00:00";"3";1;1;1.68371666666667;-0.0120333333333333;1.68371666666667
6;2014-01-01;"05:00:00";"2014-01-01 05:00:00";"3";1;1;1.73658333333333;-0.0117333333333333;1.73658333333333
7;2014-01-01;"06:00:00";"2014-01-01 06:00:00";"3";1;1;1.74633333333333;-0.0123666666666667;1.74633333333333
8;2014-01-01;"07:00:00";"2014-01-01 07:00:00";"3";1;1;5.53503333333333;0.0637666666666667;5.45486666666667
9;2014-01-01;"08:00:00";"2014-01-01 08:00:00";"3";1;1;5.31848333333333;1.43661666666667;3.88178333333333
10;2014-01-01;"09:00:00";"2014-01-01 09:00:00";"3";1;1;5.43758333333333;3.0407;2.39698333333333
11;2014-01-01;"10:00:00";"2014-01-01 10:00:00";"3";1;1;4.01861666666667;4.1641;-0.145483333333333
12;2014-01-01;"11:00:00";"2014-01-01 11:00:00";"3";1;1;1.57246666666667;3.30145;-1.72888333333333
13;2014-01-01;"12:00:00";"2014-01-01 12:00:00";"3";1;1;1.55053333333333;1.99988333333333;-0.44935
14;2014-01-01;"13:00:00";"2014-01-01 13:00:00";"3";1;1;2.39333333333333;2.72703333333333;-0.333666666666667
15;2014-01-01;"14:00:00";"2014-01-01 14:00:00";"3";1;1;4.27435;3.47435;0.800083333333333
16;2014-01-01;"15:00:00";"2014-01-01 15:00:00";"3";1;1;1.61641666666667;1.3082;0.3083
17;2014-01-01;"16:00:00";"2014-01-01 16:00:00";"3";1;1;3.58875;0.796233333333333;2.79261666666667
18;2014-01-01;"17:00:00";"2014-01-01 17:00:00";"3";1;1;3.75931666666667;0.10415;3.64703333333333
19;2014-01-01;"18:00:00";"2014-01-01 18:00:00";"3";1;1;1.4832;-0.0116333333333333;1.4832
20;2014-01-01;"19:00:00";"2014-01-01 19:00:00";"3";1;1;1.6084;-0.0119333333333333;1.6084
21;2014-01-01;"20:00:00";"2014-01-01 20:00:00";"3";1;1;1.73816666666667;-0.0120333333333333;1.73816666666667
22;2014-01-01;"21:00:00";"2014-01-01 21:00:00";"3";1;1;1.81051666666667;-0.0122833333333333;1.81051666666667
23;2014-01-01;"22:00:00";"2014-01-01 22:00:00";"3";1;1;1.67733333333333;-0.0121666666666667;1.67733333333333
24;2014-01-01;"23:00:00";"2014-01-01 23:00:00";"3";1;1;1.55033333333333;-0.0114833333333333;1.55033333333333
25;2014-01-02;"00:00:00";"2014-01-02 00:00:00";"4";0;2;1.66103333333333;-0.0115833333333333;1.66103333333333
26;2014-01-02;"01:00:00";"2014-01-02 01:00:00";"4";0;2;1.56325;-0.0118666666666667;1.56325
27;2014-01-02;"02:00:00";"2014-01-02 02:00:00";"4";0;2;1.57371666666667;-0.01155;1.57371666666667
28;2014-01-02;"03:00:00";"2014-01-02 03:00:00";"4";0;2;1.65196666666667;-0.012;1.65196666666667
29;2014-01-02;"04:00:00";"2014-01-02 04:00:00";"4";0;2;1.60875;-0.0115333333333333;1.60875
30;2014-01-02;"05:00:00";"2014-01-02 05:00:00";"4";0;2;1.69128333333333;-0.0120333333333333;1.69128333333333
31;2014-01-02;"06:00:00";"2014-01-02 06:00:00";"4";0;2;5.52556666666667;-0.02305;5.52556666666667
32;2014-01-02;"07:00:00";"2014-01-02 07:00:00";"4";0;2;7.23411666666667;0.0329166666666667;7.1844
33;2014-01-02;"08:00:00";"2014-01-02 08:00:00";"4";0;2;7.03338333333333;1.1296;5.90383333333333
34;2014-01-02;"09:00:00";"2014-01-02 09:00:00";"4";0;2;6.94128333333333;3.20516666666667;3.73616666666667
35;2014-01-02;"10:00:00";"2014-01-02 10:00:00";"4";0;2;4.51133333333333;4.50531666666667;0.00605
